Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors,analysis_uses_genai,analysis_genai_intensity,analysis_models_mentioned,analysis_build_patterns,analysis_market_type,analysis_sub_vertical,analysis_target_market,analysis_newsletter_potential,analysis_technical_depth,analysis_confidence_score,analysis_competitors,analysis_competitive_moat
Seed Round - Acurion,https://www.crunchbase.com/funding_round/acurion-seed--73eb5c0d,Seed,2100000,USD,2100000,2026-01-02,Seed,Acurion develops AI-driven diagnostic solutions that extract actionable genomic biomarker insights from standard pathology images.,https://acurionhealth.com,1,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Machine Learning, Medical","San Diego, California, United States, North America",TK & Partners,No,none,,Vertical Data Moats,vertical,clinical diagnostics (AI-driven pathology/genomics),b2b,medium,low,0.9,,
Venture Round - LexAxiom,https://www.crunchbase.com/funding_round/lexaxiom-series-unknown--f6cf0b80,Venture - Series Unknown,10000000,USD,10000000,2026-01-29,,"LexAxiom offers agentic AI-powered growth engine for revenue growth, profit maximization, and margin optimization for law firms.",https://lexaxiom.com/,1,"Agentic AI, Legal, Legal Tech, SaaS","Colorado Springs, Colorado, United States, North America",,,,,,,,,,,,,
Seed Round - FinOpsly,https://www.crunchbase.com/funding_round/finopsly-seed--efb912d2,Seed,6420002,USD,6420002,2026-01-14,Seed,"Cloud, Data, AI Cost Management, FinOps",https://www.finopsly.com,3,"Agentic AI, Artificial Intelligence (AI), Generative AI, Information Technology, Software","Cincinnati, Ohio, United States, North America",,Yes,core,,Agentic Architectures; Natural-Language-to-Code; Vertical Data Moats; RAG (Retrieval-Augmented Generation),horizontal,cloud financial management (FinOps) for enterprises,b2b,high,high,0.95,,
Venture Round - AI Lean,https://www.crunchbase.com/funding_round/ai-lean-series-unknown--d5444e15,Venture - Series Unknown,6719236,USD,6719236,2026-01-12,,AI Lean develops an all-in-one technology for processing liens and auctions.,https://www.ai-lean.com/,2,"Artificial Intelligence (AI), Auctions, Property Management","Boston, Massachusetts, United States, North America",,No,none,,Vertical Data Moats; Agentic Architectures; Continuous-learning Flywheels; RAG (Retrieval-Augmented Generation),vertical,property management automation (self-storage lien & auction compliance),b2b,high,medium,0.95,,
Pre Seed Round - Chamber,https://www.crunchbase.com/funding_round/chamber-f81e-pre-seed--e9db2517,Pre-Seed,500000,USD,500000,2026-01-06,Seed,AI Infrastructure on Autopilot,https://www.usechamber.io,1,"Agentic AI, AI Infrastructure, Artificial Intelligence (AI), Enterprise Software","San Francisco, California, United States, North America",,No,none,,Continuous-learning Flywheels; Agentic Architectures; Vertical Data Moats,horizontal,AI/ML infrastructure optimization,b2b,high,high,0.95,,
Venture Round - Cosine,https://www.crunchbase.com/funding_round/buildt-series-unknown--09d30d6a,Venture - Series Unknown,534426,USD,534426,2026-01-02,,Cosine is an AI knowledge engine that understands your codebase.,https://www.cosine.sh,4,"Artificial Intelligence (AI), Developer Platform, Developer Tools, Machine Learning, Natural Language Processing, SaaS","San Francisco, California, United States, North America",,Yes,core,Davinci-2; GPT-5; Claude; gpt-oss-120B; OpenAI,,horizontal,AI-powered coding assistants and developer productivity platforms,b2b,high,unknown,1.0,,
Seed Round - Gravity GTM,https://www.crunchbase.com/funding_round/gravity-gtm-seed--0f546a7b,Seed,500000,USD,500000,2026-01-16,Seed,Gravity is a SaaS company that offers a RevAI platform built for modern GTM.,https://www.gravitygtm.com/,1,"Artificial Intelligence (AI), Marketing, SaaS","Lafayette, Colorado, United States, North America",,No,unclear,,,horizontal,MarTech (AI-driven GTM and revenue operations),b2b,low,low,0.1,,
Seed Round - Adgentek,https://www.crunchbase.com/funding_round/adgentek-seed--6258a9bb,Seed,664964,USD,664964,2026-01-16,Seed,Adgentek is an autonomous AI advertising platform optimizing campaigns with real-time decisions and automation.,https://adgentek.ai/,1,"Advertising, Artificial Intelligence (AI), Marketing","Ormond Beach, Florida, United States, North America",,No,unclear,,Agentic Architectures; Vertical Data Moats,horizontal,AI-powered advertising automation,b2b,low,low,0.2,,
Seed Round - EggNest.ai,https://www.crunchbase.com/funding_round/eggnest-ai-seed--f18c66c9,Seed,1151757,USD,1151757,2026-01-15,Seed,EggNest.ai a consulting company that offers solutions and advice on using AI infrastructure to enterprises.,https://www.eggnest.ai/,1,"Artificial Intelligence (AI), Consulting, Enterprise Software","Grand Junction, Colorado, United States, North America",,Yes,core,Glean,Agentic Architectures; Continuous-learning Flywheels; Vertical Data Moats,horizontal,AI consulting and implementation services for enterprise productivity platforms,b2b,medium,medium,0.8,,
Venture Round - LinearB,https://www.crunchbase.com/funding_round/linear-b-series-unknown--f0763c60,Venture - Series Unknown,11305855,USD,11305855,2026-01-20,,LinearB's Software Engineering Intelligence (SEI) platform translates insights from engineering data into powerful workflow automations.,https://linearb.io,5,"Analytics, Information Technology, Machine Learning, Software","Santa Monica, California, United States, North America",,Yes,enhancement,,Vertical Data Moats; RAG (Retrieval-Augmented Generation); Agentic Architectures; Continuous-learning Flywheels,horizontal,software engineering intelligence & workflow automation,b2b,high,medium,0.7,,
Seed Round - Thunder Compute,https://www.crunchbase.com/funding_round/thunder-9b4c-seed--8632b331,Seed,4500000,USD,4500000,2026-01-20,Seed,The cheapest GPU cloud for developers,https://www.thundercompute.com,2,"Artificial Intelligence (AI), Cloud Computing, Data Center, Information Technology, Software","San Francisco, California, United States, North America",Matrix,Yes,core,GPT‑OSS 120B; DeepSeek R1; Stable Diffusion; NLP & Transformer models; Ollama; LLM (Large Language Models),Agentic Architectures; Vertical Data Moats; Continuous-learning Flywheels,horizontal,cloud GPU infrastructure for AI/ML prototyping,b2b,high,high,0.95,,
Pre Seed Round - Magnar,https://www.crunchbase.com/funding_round/magnar-ai-pre-seed--40756472,Pre-Seed,500000,USD,500000,2026-01-16,Seed,AI Legaltech Assistant,https://magnar.ai,2,"Artificial Intelligence (AI), Legal Tech, SaaS","Santiago, Region Metropolitana, Chile, South America",,Yes,core,,Vertical Data Moats; RAG (Retrieval-Augmented Generation); Continuous-learning Flywheels; Guardrail-as-LLM,vertical,"Legal tech AI assistant (jurisprudence search, document analysis, compliance)",b2b,high,medium,0.9,,
Venture Round - Prime Intellect,https://www.crunchbase.com/funding_round/prime-intellect-series-unknown--395d4584,Venture - Series Unknown,49940585,USD,49940585,2026-01-15,,Prime Intellect is a full-stack platform that offers agentic training infrastructure for organizations to train frontier AI using LLMs.,https://www.primeintellect.ai/,3,"Agentic AI, Artificial Intelligence (AI), Cloud Computing, Machine Learning","San Francisco, California, United States, North America",,Yes,core,INTELLECT-1; INTELLECT-2; INTELLECT-3; Mixture-of-Experts model; Recursive Language Models; METAGENE,Agentic Architectures; Micro-model Meshes; Continuous-learning Flywheels; Vertical Data Moats; Guardrail-as-LLM; RAG (Retrieval-Augmented Generation),horizontal,AI/ML infrastructure and orchestration,b2b,high,high,0.95,,
Venture Round - Fintool,https://www.crunchbase.com/funding_round/blocktool-series-unknown--3b785e1c,Venture - Series Unknown,6739000,USD,6739000,2026-01-06,,Fintool is a AI platform that offers a financial copilot tool for institutional investors.,https://www.fintool.com,2,"Analytics, Artificial Intelligence (AI), Finance, SaaS, Search Engine","San Francisco, California, United States, North America",,Yes,core,OpenAI; GPT-5; GPT-4o; Perplexity Sonar; GroqCloud; Braintrust,Agentic Architectures; Vertical Data Moats; RAG (Retrieval-Augmented Generation); Guardrail-as-LLM; Knowledge Graphs,vertical,Institutional Investment Research & Analytics,b2b,high,high,1.0,,
Venture Round - Armadin Security,https://www.crunchbase.com/funding_round/armadin-series-unknown--b52d200b,Venture - Series Unknown,165199989,USD,165199989,2026-01-13,,Armadin Security is an AI-powered cybersecurity company that specializes in real-time threat hunting.,,2,"Artificial Intelligence (AI), Cyber Security, Security","Menlo Park, California, United States, North America",,,,,,,,,,,,,
Venture Round - Language I/O,https://www.crunchbase.com/funding_round/language-i-o-series-unknown--6fbb6077,Venture - Series Unknown,1499982,USD,1499982,2026-01-13,,Language I/O is a software development company whose products allow clients to provide multilingual customer support to their customers.,http://languageio.com,7,"Communications Infrastructure, Customer Service, Machine Learning, SaaS, Translation Service","Cheyenne, Wyoming, United States, North America",,,,,,,,,,,,,
Seed Round - IRIS Intelligence Group,https://www.crunchbase.com/funding_round/iris-intelligence-group-seed--e80622bd,Seed,3000000,USD,3000000,2026-01-02,Seed,"IRIS Intelligence Group offers an intelligence request management, routing & resolution platform for law enforcement professionals.",https://www.irisintelgroup.com/,1,"Artificial Intelligence (AI), Law Enforcement, Software","Naples, Florida, United States, North America",,No,none,,Vertical Data Moats; Knowledge Graphs; Agentic Architectures; Continuous-learning Flywheels,vertical,intelligence workflow automation for law enforcement agencies,b2b,high,medium,0.95,,
Seed Round - Softquantus,https://www.crunchbase.com/funding_round/softquantus-seed--b09e6b8d,Seed,650000,EUR,755593,2026-01-18,Seed,SoftQuantus is a European deep-tech company building vendor-neutral infrastructure for governed quantum operations.,https://www.softquantus.com/,1,"Artificial Intelligence (AI), Machine Learning, Quantum Computing, Semiconductor, Software, Software Engineering","Tallinn, Harjumaa, Estonia, Europe",EuroHPC Joint Undertaking,Yes,enhancement,Azure AI services; GPU resources; SynapseX AI Routing,Vertical Data Moats; Agentic Architectures; Micro-model Meshes; Guardrail-as-LLM; Continuous-learning Flywheels,horizontal,quantum infrastructure & orchestration platforms,b2b,high,high,0.7,,
Seed Round - Fortuna Media Group,https://www.crunchbase.com/funding_round/fortuna-media-group-406c-seed--06c7139f,Seed,1400000,USD,1400000,2026-01-03,Seed,"The organization owns a diverse portfolio of brands and service companies, operating numerous online businesses worldwide",https://www.fortunamediagroup.com,10,"Artificial Intelligence (AI), E-Commerce, Product Management, Social Media, Social Media Management","Seattle, Washington, United States, North America",,Yes,enhancement,,Agentic Architectures; Vertical Data Moats; Micro-model Meshes,horizontal,AI-powered digital marketing and eCommerce enablement,b2b,medium,medium,0.7,,
Seed Round - Cimba.ai,https://www.crunchbase.com/funding_round/cimba-ai-seed--da9e2eb7,Seed,2500000,USD,2500000,2026-01-19,Seed,AI infrastructure for enterprise business operation to create custom adaptive gen-AI applications to optimize business operations,https://www.cimba.ai,2,"Analytics, Artificial Intelligence (AI), Business Intelligence, Generative AI, Predictive Analytics, SaaS, Software","San Francisco, California, United States, North America",Spider Capital,Yes,core,,Natural-Language-to-Code; Continuous-learning Flywheels; Agentic Architectures; Vertical Data Moats; Guardrail-as-LLM,horizontal,AI-powered business operations automation,b2b,high,high,0.95,,
Seed Round - Guard Owl,https://www.crunchbase.com/funding_round/guard-owl-seed--93c1caef,Seed,3000000,USD,3000000,2026-01-15,Seed,Automating Private Security Operations with AI,https://guardowlco.com/,2,"Artificial Intelligence (AI), SaaS, Security, Software, Virtual Workforce","Los Angeles, California, United States, North America",,No,unclear,,Vertical Data Moats; Micro-model Meshes; Continuous-learning Flywheels,vertical,physical security automation (security operations SaaS),b2b,high,medium,0.3,,
Pre Seed Round - VisaPal,https://www.crunchbase.com/funding_round/visapal-pre-seed--cb80e256,Pre-Seed,2000000,USD,2000000,2026-01-01,Seed,VisaPal provides online tools for managing visa applications and preparing required immigration documents.,https://tryvisapal.com,1,"Artificial Intelligence (AI), Consumer Software, Information Technology, SaaS, Tourism, Travel","New York, New York, United States, North America",,No,unclear,,,vertical,travel and immigration assistance,b2c,low,low,0.0,,
Pre Seed Round - Ucut inc,https://www.crunchbase.com/funding_round/ucut-inc-pre-seed--57fc04c7,Pre-Seed,5000000,USD,5000000,2026-01-02,Seed,UCUT offers a service that brings barbers and stylists to a customer’s chosen location through a mobile app.,https://ucutpro.com/,1,"Artificial Intelligence (AI), Beauty, Software","Boise, Idaho, United States, North America",,No,none,,Vertical Data Moats,vertical,on-demand beauty services,b2c,low,low,1.0,,
Pre Seed Round - Osto,https://www.crunchbase.com/funding_round/osto-cybersecurity-private-limited-pre-seed--bb079eee,Pre-Seed,75000000,INR,829996,2026-01-15,Seed,One-Stop Cybersecurity Platform for Fast Moving Startups,https://www.osto.one,1,"Artificial Intelligence (AI), Cyber Security","San Francisco, California, United States, North America",,No,none,,Guardrail-as-LLM; Vertical Data Moats,horizontal,integrated security platform for startups and SMBs,b2b,medium,medium,0.95,,
Seed Round - AlphaBitCore,https://www.crunchbase.com/funding_round/alphabitcore-seed--8e17b050,Seed,2500000,USD,2500000,2026-01-15,Seed,Virtualization layer for Enterprise AI,https://alphabitcore.com,1,"Agentic AI, Artificial Intelligence (AI), Enterprise Applications, Enterprise Software, Financial Services, FinTech, Generative AI","Chicago, Illinois, United States, North America",,No,unclear,,Vertical Data Moats; Agentic Architectures,horizontal,enterprise AI infrastructure for FinTech and financial institutions,b2b,low,low,0.1,,
Pre Seed Round - PromptShop,https://www.crunchbase.com/funding_round/promptshop-pre-seed--94e4b245,Pre-Seed,1000000,USD,1000000,2026-01-16,Seed,PromptShop helps users and enterprises go from experiments to production faster by standardizing AI packaging and sharing.,https://www.promptshop.co/,1,"Agentic AI, B2B, Software","Toronto, Ontario, Canada, North America",,Yes,core,,,horizontal,AI workflow packaging and marketplace for developers/enterprises,b2b,medium,low,0.7,,
Seed Round - RevRing AI,https://www.crunchbase.com/funding_round/revring-ai-seed--ab775d4d,Seed,5900000,USD,5900000,2026-01-14,Seed,The World's Leader in Voice AI & Agentic Sales,https://www.revring.ai/,1,"Artificial Intelligence (AI), Software, Telecommunications","Newark, Delaware, United States, North America",,Yes,core,,Agentic Architectures; Vertical Data Moats; Micro-model Meshes,horizontal,Voice AI agents for enterprise workflow automation and customer engagement,b2b,high,medium,0.85,,
Pre Seed Round - Gemelo.app,https://www.crunchbase.com/funding_round/gemelo-app-pre-seed--11419667,Pre-Seed,500000,USD,500000,2026-01-10,Seed,AI Twins and AI Avatars for Video Content Creation,https://gemelo.app,1,"Artificial Intelligence (AI), Generative AI, Video","San Francisco, California, United States, North America",,Yes,core,,Vertical Data Moats; Micro-model Meshes; Continuous-learning Flywheels,horizontal,AI-powered video creation and synthetic media,b2b2c,high,medium,0.95,,
Funding Round - Cypris,https://www.crunchbase.com/funding_round/cypris-undisclosed--16a7fcc4,Funding Round,1000000,USD,1000000,2026-01-01,,"Cypris is a market intelligence platform that centralizes innovation data and provides live, AI-powered insights to solve R&D challenges.",https://cypris.ai,7,"Artificial Intelligence (AI), Business Intelligence, Market Research, Software","New York, New York, United States, North America",,No,unclear,,Vertical Data Moats; Continuous-learning Flywheels; Guardrail-as-LLM,horizontal,AI-powered market and innovation intelligence platforms,b2b,medium,medium,0.2,,
